id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,crypto_pair(usd)
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'Bitcoin Ecosystem', 'Runes']",100000000000.0,100000000000.0,327,Gate.io,DOG/USDT
dogs-2,dogs,Dogs,"['Meme', 'Dog-Themed', 'TON Ecosystem', 'TON Meme']",516750000000.0,550000000000.0,534,Binance,DOGS/USDT
dogwifcoin,wif,dogwifhat,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",998926392.0,998926392.0,173,Bitvavo,WIF/EUR
dola-usd,dola,DOLA,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",64268000.31253373,214495108.2172514,536,Curve (Ethereum),0X865377367054516E17014CCDED1E7D814EDC9CE4/0XF939E0A03FB07F59A73314E73794BE0E57AC1B4E
dora-factory-2,dora,Dora Factory,['Ethereum Ecosystem'],1000000000.0,1000000000.0,1200,OKX,DORA/USDT
dovu-2,dovu,DOVU,"['Ethereum Ecosystem', 'Regenerative Finance (ReFi)', 'Real World Assets (RWA)', 'Hedera Ecosystem']",9836466699.0,10000000000.0,1837,Saucerswap V2,0X000000000000000000000000000000000038B3DB/0X0000000000000000000000000000000000163B5A
draggin-karma-points,dkp,Draggin Karma Points,"['Gaming (GameFi)', 'Internet Computer Ecosystem', 'Gaming Governance Token', 'MMO']",3991070955.0,7999999844.0,1710,ICPSwap,ZFCDD-TQAAA-AAAAQ-AAAGA-CAI/RYJL3-TYAAA-AAAAA-AAABA-CAI
dragonchain,drgn,Dragonchain,"['Ethereum Ecosystem', 'Alleged SEC Securities', 'Made in USA']",368540930.8875081,433494437.0,1209,Gate.io,DRGN/USDT
draiftking,dking,draiftking,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Bittensor Ecosystem', 'CreatorBid Ecosystem']",21000000.0,21000000.0,1717,Uniswap V2 (Base),0X57EDC3F1FD42C0D48230E964B1C5184B9C89B2ED/0X4200000000000000000000000000000000000006
dream-machine-token,dmt,Dream Machine Token,"['Entertainment', 'Smart Contract Platform', 'SocialFi', 'Gaming (GameFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Layer 3 (L3)', 'Sanko Ecosystem']",994045.033634072,994045.033634072,1654,Camelot V3,0X8B0E6F19EE57089F7649A455D89D7BC6314D04E8/0X82AF49447D8A07E3BD95BD0D56F35241523FBAB1
drift-protocol,drift,Drift Protocol,"['Decentralized Finance (DeFi)', 'Derivatives', 'Prediction Markets', 'Solana Ecosystem']",294799499.13235,1000000000.0,303,Bitget,DRIFT/USDT
drift-staked-sol,dsol,Drift Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",1019794.648210615,1019794.648210615,335,Meteora,DSO1BDEDJCQXTRWHQUUI63OBVV7MDM6WAOBLBQ7GNPQ/5OVNBEEEQVYI1CX3IR8DX5N1P7PDXYDBGF2X4TXVUSJM
drop-staked-atom,datom,Drop Staked ATOM,"['Decentralized Finance (DeFi)', 'Liquid Staking']",1744570.0,1744570.0,1477,Astroport (Neutron),IBC/C4CFF46FD6DE35CA4CF4CE031E643C8FDC9BA4B99AE598E9B0ED98FE3A2319F9/FACTORY/NEUTRON1K6HR0F83E7UN2WJF29CSPK7J69JRNSKK65K3EK2NJ9DZTRLZPJ6Q00RTSA/UDATOM
duckchain-token,duck,DuckChain Token,"['Smart Contract Platform', 'TON Ecosystem', 'Appchains', 'DuckChain Ecosystem']",5900000000.0,10000000000.0,1138,OKX,DUCK/USDT
dusk-network,dusk,DUSK,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Real World Assets (RWA)', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Privacy Blockchain']",500000000.0,500000000.0,771,MEXC,DUSK/USDT
dydx-chain,dydx,dYdX,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Cosmos Ecosystem', 'Perpetuals', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Appchains', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI DeFi Index', 'Delphi Ventures Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA']",773009031.2430296,773009031.2430296,139,OKX,DYDX/USDT
dydx,ethdydx,dYdX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Ethereum Ecosystem', 'Paradigm Portfolio']",17282316.194378037,229498936.23937088,1408,MEXC,DYDX/USDT
dymension,dym,Dymension,"['Smart Contract Platform', 'Cosmos Ecosystem', 'Modular Blockchain', 'Osmosis Ecosystem', 'Rollups-as-a-Service (RaaS)']",265452039.0,1000000000.0,514,Bitget,DYM/USDT
eafin,eafin,Eafin,['BNB Chain Ecosystem'],218033988.0,1618033989.0,855,PancakeSwap V3 (BSC),0X4341BB2200176F89EB90EAC4FD6CFE958E206005/0X55D398326F99059FF775485246999027B3197955
earnbet,ebet,EarnBet,"['Gambling (GambleFi)', 'Ethereum Ecosystem']",4594176955.641142,7215294455.641142,1738,Uniswap V2 (Ethereum),0X5FBC2FFE91AC74E3E286BD7504B233F0E5291C69/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
ecash,xec,eCash,"['Smart Contract Platform', 'Layer 1 (L1)', 'Bitcoin Fork', 'Proof of Work (PoW)']",19847264047583.0,19847339047583.0,174,MEXC,XEC/USDT
echelon-prime,prime,Echelon Prime,"['Smart Contract Platform', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Base Ecosystem', 'Card Games', 'Paradigm Portfolio', 'Gaming Blockchains', 'Gaming Utility Token']",57938425.7267,111111111.0,256,Gate.io,PRIME/USDT
ecoin-2,ecoin,Ecoin,"['XDC Ecosystem', 'Telos Ecosystem']",461121735617.0,1000000000000.0,406,ProBit Global,ECOIN/USDT
ecox,ecox,ECOx,"['Ethereum Ecosystem', 'Coinbase Ventures Portfolio']",494334363.168586,998366082.182504,1201,Gate.io,ECOX/USDT
ecomi,omi,ECOMI,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Collectibles', 'Play To Earn', 'Ethereum Ecosystem', 'Base Ecosystem', 'Energi Ecosystem']",270951644947.129,310882499574.018,539,MEXC,OMI/USDT
edu-coin,edu,Open Campus,"['Education', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'YZi Labs (Prev. Binance Labs) Portfolio']",260104168.67965,1000000000.0,890,MEXC,EDU/USDT
edwin,edwin,Edwin,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'AI Framework', 'DeFAI']",979960017.65457,999960017.65457,1577,Raydium,GPRG1CGBBVAJS2SCUF9GF7NMQYSWUDFYFWY5SUZYPUMP/SO11111111111111111111111111111111111111112
eggs-finance,eggs,Eggs Finance,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sonic Ecosystem']",72216127041.38202,72216127041.38202,694,Shadow Exchange,0XF26FF70573DDC8A90BD7865AF8D7D70B8FF019BC/0X039E2FB66102314CE7B64CE5CE3E5183BC94AD38
efinity,efi,Efinity,"['NFT', 'Ethereum Ecosystem']",86915138.6140959,2000000000.0,1571,Indodax,EFI/IDR
eigenlayer,eigen,Eigenlayer,"['Infrastructure', 'Ethereum Ecosystem', 'Data Availability', 'Restaking', 'Polychain Capital Portfolio', 'Made in USA']",244494078.48882574,1717418965.762874,250,Binance,EIGEN/USDT
elastos,ela,Elastos,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain', 'Huobi ECO Chain Ecosystem']",22716897.0,25891757.0,794,CoinEx,ELA/USDT
ekubo-protocol,ekubo,Ekubo Protocol,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Ethereum Ecosystem', 'Starknet Ecosystem']",10000000.0,10000000.0,690,Ekubo (Starknet),0X75AFE6402AD5A5C20DD25E10EC3B3986ACAA647B77E4AE24B0CBC9A54A27A87/0X49D36570D4E46F48E99674BD3FCC84644DDD6B96F7C741B1562B82F9E004DC7
electroneum,etn,Electroneum,"['Smart Contract Platform', 'Layer 1 (L1)']",17979817604.56,21000000000.0,811,HTX,ETN/USDT
electronic-usd,eusd,Electronic USD,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",24157232.90916646,24157232.90916646,946,Aerodrome SlipStream,0XCFA3EF56D303AE4FAABA0592388F19D7C3399FB4/0X833589FCD6EDB6E08F4C7C32D4F71B54BDA02913
elephant-money,elephant,Elephant Money,['BNB Chain Ecosystem'],498338226402092.1,1000000000000000.0,1041,PancakeSwap (v2),0XE283D0E3B8C102BADF5E8166B73E02D96D92F688/0XBB4CDB9CBD36B01BD1CBAEBF2DE08D9173BC095C
elephant-money-trunk,trunk,Elephant Money (TRUNK),"['BNB Chain Ecosystem', 'Solana Ecosystem']",118600493.64270428,118600493.64270428,1498,PancakeSwap (v2),0XDD325C38B12903B727D16961E61333F4871A70E0/0XE9E7CEA3DEDCA5984780BAFC599BD69ADD087D56
elixir-finance,elx,Elixir,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'RWA Protocol']",159659181.0,1000000000.0,947,LBank,ELX/USDT
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,"['Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Yield-Bearing Stablecoin']",143664232.7784785,143664232.7784785,305,Uniswap V3 (Ethereum),0X15700B564CA08D9439C58CA5053166E8317AA138/0X5C5B196ABE0D54485975D1EC29617D42D9198326
elixir-deusd,deusd,Elixir deUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",210250695.99,210250695.99,245,Uniswap V3 (Ethereum),0X15700B564CA08D9439C58CA5053166E8317AA138/0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48
ellipsis,eps,Ellipsis [OLD],"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",698445817.3905587,723701571.799789,1299,PancakeSwap V1 (BSC),0XA7F552078DCC247C2684336020C03648500C6D9F/0XBB4CDB9CBD36B01BD1CBAEBF2DE08D9173BC095C
elon4afd,elon4afd,Elon4AfD,"['Solana Ecosystem', 'Meme', 'Elon Musk-Inspired', 'Pump.fun Ecosystem']",999969814.122069,999969814.122069,1120,MEXC,ELON4AFD/USDT
elonxcat,exc,ElonXCat,"['BNB Chain Ecosystem', 'Meme', 'Elon Musk-Inspired']",100137716444444.44,500000000000000.0,953,LBank,EXC/USDT
elon-trump-fart,etf500,Elon Trump Fart,"['Solana Ecosystem', 'Meme', 'Elon Musk-Inspired', 'Solana Meme', 'PolitiFi', 'Pump.fun Ecosystem', 'Stock market-themed']",999943424.399638,999943424.399638,1806,Raydium,CWX6T6PGJ1ZSNUYWNYD2ZMZJ7INB2SWUPDSTEOT6PUMP/SO11111111111111111111111111111111111111112
elrond-erd-2,egld,MultiversX,"['Smart Contract Platform', 'Layer 1 (L1)', 'MultiversX Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'GMCI Index', 'Coinbase 50 Index']",28098096.0,28098096.0,169,Binance,EGLD/USDT
elys-network,elys,Elys,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)']",28211837.374526,150438703.70786,1673,Gate.io,ELYS/USDT
elysia,el,ELYSIA,"['Tokenized Real Estate', 'Tokenized Assets', 'Ethereum Ecosystem', 'Real World Assets (RWA)']",6803300704.688,6803300704.688,882,OrangeX,EL/USDT
empyreal,emp,Empyreal,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Account Abstraction', 'AI Agents', 'Intent', 'AI Agent Launchpad', 'DeFAI']",300000.0,300000.0,1261,Aerodrome SlipStream,0X39D5313C3750140E5042887413BA8AA6145A9BD2/0X4200000000000000000000000000000000000006
endurance,ace,Fusionist,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'RPG', 'Strategy Games', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Endurance Ecosystem']",52536572.0,146307870.0,882,OKX,ACE/USDT
enjincoin,enj,Enjin Coin,"['Entertainment', 'Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Layer 1 (L1)', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Energi Ecosystem']",1824969087.791864,1884386131.464861,337,MEXC,ENJ/USDT
energy-web-token,ewt,Energy Web,"['Energy', 'Polkadot Ecosystem', 'Gnosis Chain Ecosystem', 'Regenerative Finance (ReFi)', 'Real World Assets (RWA)', 'Blockchain Capital Portfolio']",60059981.45932864,69017450.9455633,667,CoinEx,EWT/USDT
enq-enecuum,enq,Enecuum,"['Smart Contract Platform', 'Masternodes', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",293420308.322,293420308.322,1205,ProBit Global,ENQ/USDT
entangle,ntgl,Entangle,"['Smart Contract Platform', 'Oracle', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Cross-chain Communication', 'Consensys Portfolio']",601447714325.354,843000000000.0,236,Uniswap V3 (Ethereum),0X12652C6D93FDB6F4F37D48A8687783C782BB0D10/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
eos,eos,EOS,"['Smart Contract Platform', 'DWF Labs Portfolio', 'GMCI Layer 1 Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",1516885789.1746,2100000000.0,72,Binance,EOS/USDT
epic-cash,epic,Epic Cash,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Zero Knowledge (ZK)', 'Proof of Work (PoW)']",18433116.0,18433920.0,1677,CoinEx,EPIC/USDT
epic-chain,epic,Epic Chain,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Real World Assets (RWA)']",21149469.1843574,30000000.0,933,LBank,EPIC/USDT
equilibria-finance-ependle,ependle,Equilibria Finance ePENDLE,"['BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",8290949.361852863,8290949.361852863,1230,Balancer V2,0X22FC5A29BD3D6CCE19A06F844019FD506FCE4455/0X808507121B80C02388FAD14726482E061B8DA827
equilibria-finance,eqb,Equilibria Finance,"['Yield Farming', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Yield Optimizer']",33565669.63420107,100000000.0,1447,MEXC,EQB/USDT
e-radix,exrd,e-Radix,['Ethereum Ecosystem'],831540076.3616747,831540076.3616747,1712,Uniswap V3 (Ethereum),0X6468E79A80C0EAB0F9A2B574C8D5BC374AF59414/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
ergo,erg,Ergo,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Privacy Blockchain']",80337738.0,97739924.0,562,CoinEx,ERG/USDT
escoin-token,elg,Escoin,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']",184209191.10459575,250000000.0,841,Dex-Trade,ELG/USDT
ethena-staked-usde,susde,Ethena Staked USDe,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Yield-Bearing Stablecoin']",1944835738.16271,1944835738.16271,52,Curve (Ethereum),0X0655977FEB2F289A4AB78AF67BAB0D17AAB84367/0X9D39A5DE30E57443BFF2A8307A4256C8797A3497
ethena,ena,Ethena,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Ethereum Ecosystem', 'Stablecoin Protocol', 'DragonFly Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'World Liberty Financial Portfolio']",5553125000.0,15000000000.0,59,Binance,ENA/USDT
ethena-usde,usde,Ethena USDe,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",5232201635.264564,5232201635.264564,28,Gate.io,USDE/USDT
ethereum-classic,etc,Ethereum Classic,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Coinbase 50 Index']",151403827.7591831,151404385.3911831,49,Gate.io,ETC/USDT
ethereum,eth,Ethereum,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'GMCI Index', 'World Liberty Financial Portfolio', 'Coinbase 50 Index']",120669506.1018683,120669506.1018683,2,Binance,ETH/USDC
ethereum-name-service,ens,Ethereum Name Service,"['NFT', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Name Service']",33165585.054507963,100000000.0,133,OrangeX,ENS/USDT
ethereum-pow-iou,ethw,EthereumPoW,"['Smart Contract Platform', 'EthereumPoW Ecosystem', 'Proof of Work (PoW)']",107818717.04993,107818717.04993,322,OKX,ETHW/USDT
ether-fi,ethfi,Ether.fi,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens', 'Ether.fi Ecosystem', 'Consensys Portfolio', 'OKX Ventures Portfolio']",229147702.0,1000000000.0,362,Gate.io,ETHFI/USDT
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staking', 'Liquid Staked BTC']",3626.337231,3626.337231,200,Curve (Ethereum),0X657E8C867D8B37DCC18FA4CAEAD9C45EB088C642/0X2260FAC5E5542A773AA44FBCFEDF7C193BC2C599
ether-fi-staked-eth,eeth,ether.fi Staked ETH,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Ether.fi Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",174647.4538833049,2447137.94239003,195,Curve (Ethereum),0X35FA164735182DE50811E8E2E824CFB9B6118AC2/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
ethernity-chain,ern,Ethernity Chain,"['Smart Contract Platform', 'NFT', 'Metaverse', 'Collectibles', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Optimism Superchain Ecosystem']",24029731.813707586,30000000.0,855,OKX,ERN/USDT
ethichub,ethix,Ethix,"['Gnosis Chain Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem']",70497132.56473097,100000000.0,1413,Uniswap V3 (Celo),0X9995CC8F20DB5896943AFC8EE0BA463259C931ED/0X765DE816845861E75A25FCA122BB6898B8B1282A
ethervista,vista,Ethervista,"['Decentralized Exchange (DEX)', 'Launchpad', 'Ethereum Ecosystem', 'Binance Alpha Spotlight']",941792.4597277453,941792.4597277453,1525,XT.COM,VISTA/USDT
euler,eul,Euler,"['Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio']",18685530.67,27182818.28459,383,Ourbit,EUL/USDT
ethos,vgx,VGX Token,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Galaxy Digital Portfolio']",913988539.2741743,916531620.4440105,1781,MEXC,VGX/USDT
euro-coin,eurc,EURC,"['Stablecoins', 'EUR Stablecoin', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Stellar Ecosystem']",145341952.8414506,145341952.8414506,294,Coinbase Exchange,EURC/USDC
eva-ai,$eva,eVa-ai,"['Ethereum Ecosystem', 'Telegram Apps']",80070000.0,100000000.0,1754,Uniswap V2 (Ethereum),0X3566C8EE9780245E974E759A7716EA6BA0702588/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,"['Tokenized Assets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Starknet Ecosystem', 'Tokenized Treasury Bills (T-Bills)']",127401487.59078,127401487.59078,314,,/
everipedia,iq,IQ,"['Artificial Intelligence (AI)', 'Big Data', 'Media', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'GMCI DePIN Index', 'Galaxy Digital Portfolio', 'GMCI Index']",21248359628.929,21248359628.929,468,MEXC,IQ/USDT
everclear,clear,Everclear,"['Infrastructure', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Cross-chain Communication', 'Chain Abstraction']",320461668.0,1000000000.0,1762,Gate.io,CLEAR/USDT
evercraft-ecotechnologies,ecet,Evercraft Ecotechnologies,['Polygon Ecosystem'],689199999.0,789199999.0,1318,WEEX,ECET/USDT
evernode,evr,Evernode,"['Smart Contract Platform', 'Layer 2 (L2)', 'DePIN']",36170027.013,72253440.0,1691,CoinEx,EVR/USDT
everscale,ever,Everscale,"['Infrastructure', 'Layer 1 (L1)', 'Ethereum Ecosystem']",1985523041.0,2117508291.0,1240,Bybit,EVER/USDT
evervalue-coin,eva,EverValue Coin,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem']",14272898.364140807,19717072.99446488,1494,Uniswap V3 (Arbitrum One),0X45D9831D8751B2325F3DBF48DB748723726E1C8C/0X2F2A2543B76A4166549F7AAB2E75BEF0AEFC5B0F
extra-finance,extra,Extra Finance,"['Optimism Ecosystem', 'Base Ecosystem']",346202733.4621479,906077786.039459,1603,Aerodrome SlipStream,0X2DAD3A13EF0C6366220F989157009E501E7938F8/0X4200000000000000000000000000000000000006
falcon-finance,usdf,Falcon USD,"['Stablecoins', 'USD Stablecoin', 'Fiat-backed Stablecoin']",121399137.5964809,121399137.5964809,353,Uniswap V3 (Ethereum),0XFA2B947EEC368F42195F24F36D2AF29F7C24CEC2/0XDAC17F958D2EE523A2206206994597C13D831EC7
fartcoin,fartcoin,Fartcoin,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem', 'Terminal of Truths', 'Binance Alpha Spotlight']",999992879.580299,999992879.580299,138,Gate.io,FARTCOIN/USDT
fasttoken,ftn,Fasttoken,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Bahamut Ecosystem']",430162637.0,870742437.0,62,Fastex,FTN/USDT
fartboy,$fartboy,Fartboy,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",999438432.1380254,999438432.1380254,971,Raydium,Y1AZT42VCECMSTJW4ZETK3VONARC1VXJ5IDJPIUPUMP/SO11111111111111111111111111111111111111112
fbomb,bomb,Fantom Bomb,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Optimism Ecosystem', 'Canto Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem']",491169163.0212663,491169163.0212663,1359,Aerodrome (Base),0X74CCBE53F77B08632CE0CB91D3A545BF6B8E0979/0XCBB7C0000AB88B473B1F5AFD9EF808440EED33BF
fc-barcelona-fan-token,bar,FC Barcelona Fan Token,"['Sports', 'Fan Token', 'Binance Launchpad', 'Chiliz Ecosystem']",9325686.0,39960000.0,1153,Binance,BAR/TRY
feg-token-2,feg,FEED EVERY GORILLA,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Launchpad', 'Meme', 'Liquid Staking']",97387634349.93146,97387634349.93146,1631,WEEX,FEG/USDT
fetch-ai,fet,Artificial Superintelligence Alliance,"['Artificial Intelligence (AI)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'AI Agents', 'GMCI DePIN Index', 'GMCI Index', 'Outlier Ventures Portfolio']",2604959126.672,2714493896.672,74,Gate.io,FET/USDT
fidu,fidu,Fidu,['Ethereum Ecosystem'],46024703.04676089,46024703.04676089,1097,Curve (Ethereum),0X6A445E9F40E0B97C92D0B8A3366CEF1D67F700BF/0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48
fimarkcoin-com,fmc,Fimarkcoin.com,"['Centralized Exchange (CEX) Token', 'Tron Ecosystem', 'Made in USA']",25784869818.0,128318618918.0,583,FMCPAY,FMC/USDT
filecoin,fil,Filecoin,"['Infrastructure', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Alleged SEC Securities', 'Pantera Capital Portfolio', 'GMCI DePIN Index', 'GMCI 30 Index', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'GMCI Index', 'Made in USA']",647217215.0,1959576858.0,61,Binance,FIL/USDT
