id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,closing_price
ethereum-pow-iou,ethw,EthereumPoW,"['Smart Contract Platform', 'EthereumPoW Ecosystem', 'Proof of Work (PoW)']",107818717.0,107818717.0,288,MEXC,tether,ETHWUSDT,1.543
ethernity-chain,ern,Ethernity Chain,"['Smart Contract Platform', 'NFT', 'Metaverse', 'Collectibles', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Optimism Superchain Ecosystem']",24029731.813707583,30000000.0,860,OKX,tether,ERNUSDT,1.382
ethervista,vista,Ethervista,"['Decentralized Exchange (DEX)', 'Launchpad', 'Ethereum Ecosystem', 'Binance Alpha Spotlight']",941716.9471906665,941716.9471906665,1718,MEXC,tether,VISTAUSDT,7.012
ethichub,ethix,Ethix,"['Gnosis Chain Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem']",70497132.56473097,100000000.0,1529,Uniswap V3 (Celo),celo-dollar,ETHIXCUSD,
ethos,vgx,VGX Token,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Galaxy Digital Portfolio']",913988539.2741745,916531620.4440104,1909,MEXC,tether,VGXUSDT,0.005034
euler,eul,Euler,"['Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio']",18685530.67,27182818.28,348,MEXC,tether,EULUSDT,7.865
euro-coin,eurc,EURC,"['Stablecoins', 'EUR Stablecoin', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Stellar Ecosystem']",203045030.0645996,203045030.0645996,259,BitMart,usd-coin,EURCUSDC,1.1318111
everclear,clear,Everclear,"['Infrastructure', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Cross-chain Communication', 'Chain Abstraction']",374520998.0,1000000000.0,1809,MEXC,tether,CLEARUSDT,0.01575
evercraft-ecotechnologies,ecet,Evercraft Ecotechnologies,['Polygon Ecosystem'],689199998.0,789199998.0,1575,BitMart,tether,ECETUSDT,0.01263
evernode,evr,Evernode,"['Smart Contract Platform', 'Layer 2 (L2)', 'DePIN']",36170027.01,72253440.0,1855,MEXC,tether,EVRUSDT,0.15138
everscale,ever,Everscale,"['Infrastructure', 'Layer 1 (L1)', 'Ethereum Ecosystem']",1985523041.0,2117508291.0,849,MEXC,tether,EVERUSDT,0.02009
evervalue-coin,eva,EverValue Coin,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem']",13573201.06,18766748.17860611,1469,GATEIO,tether,EVAUSDT,0.0003098
falcon-finance,usdf,Falcon USD,"['Stablecoins', 'USD Stablecoin', 'Fiat-backed Stablecoin']",210724673.8,210724673.8,280,UNISWAP3ETH,tether,USDFUSDT,
fartboy,$fartboy,Fartboy,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",999438383.8584487,999438383.8584487,925,MEXC,tether,$FARTBOYUSDT,
fartcoin,fartcoin,Fartcoin,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem', 'Terminal of Truths', 'Binance Alpha Spotlight']",999992265.7,999992265.7,84,MEXC,tether,FARTCOINUSDT,1.09774
fasttoken,ftn,Fasttoken,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Bahamut Ecosystem']",430576348.6,870742437.0,63,MEXC,tether,FTNUSDT,4.27744
fc-barcelona-fan-token,bar,FC Barcelona Fan Token,"['Sports', 'Fan Token', 'Binance Launchpad', 'Chiliz Ecosystem']",10350520.0,39960000.0,1014,BINANCE,tether,BARUSDT,2.393
feg-token-2,feg,FEED EVERY GORILLA,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Launchpad', 'Meme', 'Liquid Staking']",97291589679.80798,97291589679.80798,1544,MEXC,tether,FEGUSDT,9.46e-05
fetch-ai,fet,Artificial Superintelligence Alliance,"['Artificial Intelligence (AI)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'AI Agents', 'GMCI DePIN Index', 'GMCI Index', 'Outlier Ventures Portfolio', 'AI Agent Launchpad']",2604959127.0,2714493897.0,64,BINANCE,tether,FETUSDT,0.652
fidu,fidu,Fidu,['Ethereum Ecosystem'],46024781.47640391,46024781.47640391,1192,Curve (Ethereum),usd-coin,FIDUUSDC,
filecoin,fil,Filecoin,"['Infrastructure', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Alleged SEC Securities', 'Pantera Capital Portfolio', 'GMCI DePIN Index', 'GMCI 30 Index', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'GMCI Index', 'Made in USA']",663085364.0,1959515822.0,65,BINANCE,tether,FILUSDT,2.596
fimarkcoin-com,fmc,Fimarkcoin.com,"['Centralized Exchange (CEX) Token', 'Tron Ecosystem', 'Made in USA']",25784869818.0,128319000000.0,628,MEXC,tether,FMCUSDT,0.002264
financie-token,fnct,Financie Token,['Ethereum Ecosystem'],3791474451.045402,20000000000.0,1800,MEXC,tether,FNCTUSDT,0.0015117
fio-protocol,fio,FIO Protocol,"['Smart Contract Platform', 'Layer 1 (L1)', 'YZi Labs (Prev. Binance Labs) Portfolio']",809409133.1757063,1000000000.0,1299,BINANCE,tether,FIOUSDT,0.01593
first-digital-usd,fdusd,First Digital USD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Sui Ecosystem', 'Fiat-backed Stablecoin']",1476057855.810315,1476057855.810315,71,BINANCE,first-digital-usd,FDUSDFDUSD,
flare-networks,flr,Flare,"['Smart Contract Platform', 'Layer 1 (L1)', 'DWF Labs Portfolio']",63171229861.11725,103379377180.5943,84,MEXC,tether,FLRUSDT,0.01914
flamingo-finance,flm,Flamingo Finance,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio', 'NEO Ecosystem']",543461518.7,543461518.7,1076,BINANCE,tether,FLMUSDT,0.0346
flayer,flay,Flayer,"['Launchpad', 'Ethereum Ecosystem']",600000000.0,1000000000.0,1601,MEXC,tether,FLAYUSDT,0.01435
flock-2,flock,FLOCK,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Applications', 'Binance Alpha Spotlight']",136617166.7254654,175199236.6154654,1328,MEXC,tether,FLOCKUSDT,0.06982
floki,floki,FLOKI,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Meme', 'Play To Earn', 'Ethereum Ecosystem', 'Telegram Apps', 'Dog-Themed', 'DWF Labs Portfolio', 'RPG', 'On-chain Gaming', 'TokenFi Launchpad', 'GMCI Meme Index', 'GMCI Index']",9663810000000.0,10000000000000.0,100,BINANCE,tether,FLOKIUSDT,7.414e-05
flex-usd,flexusd,flexUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'SmartBCH Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",166350245.3,166350245.3,1364,TangoSwap,flex-usd,FLEXUSDFLEXUSD,
flow,flow,Flow,"['Smart Contract Platform', 'Sports', 'NFT', 'Layer 1 (L1)', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Flow Ecosystem', 'Andreessen Horowitz (a16z) Portfolio']",1578453336.508261,1578453336.508261,129,BINANCE,tether,FLOWUSDT,0.37
forgive-me-father,$purge,Forgive Me Father,"['Near Protocol Ecosystem', 'Meme', 'AI Meme']",1000000000.0,1000000000.0,1623,GATEIO,tether,$PURGEUSDT,
forta,fort,Forta,"['Artificial Intelligence (AI)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Cybersecurity', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio']",566143261.1307752,1000000000.0,757,MEXC,tether,FORTUSDT,0.07253
foxy,foxy,Foxy,"['Meme', 'Linea Ecosystem']",4000000000.0,10000000000.0,1457,BYBIT,tether,FOXYUSDT,0.0023
fractal-bitcoin,fb,Fractal Bitcoin,"['Infrastructure', 'Smart Contract Platform', 'Proof of Work (PoW)', 'Bitcoin Sidechains', 'SideChain']",28492475.19487586,121835425.0,1261,MEXC,tether,FBUSDT,0.5387
fracton-protocol,ft,Fracton Protocol,"['NFT', 'Ethereum Ecosystem', 'NFTFi']",87472220.0,100000000.0,1113,MEXC,tether,FTUSDT,0.087
foxsy-ai,foxsy,Foxsy AI,"['Gaming (GameFi)', 'Solana Ecosystem', 'Play To Earn', 'MultiversX Ecosystem', 'Telegram Apps', 'Sports Games']",417948057.1181493,1972686443.0,1392,MEXC,tether,FOXSYUSDT,0.02754
frax,frax,Legacy Frax Dollar,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Seigniorage', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Aurora Ecosystem', 'Polygon zkEVM Ecosystem', 'Evmos Ecosystem', 'Boba Network Ecosystem', 'Fiat-backed Stablecoin']",319836477.6184127,319836477.6184127,205,UNISWAP,usd-coin,FRAXUSDC,1.00035102
frax-share,frax,Frax,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Seigniorage', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Moonriver Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Curve Ecosystem', 'Stablecoin Protocol', 'Polygon zkEVM Ecosystem', 'Evmos Ecosystem', 'GMCI DeFi Index', 'Liquid Staking', 'GMCI Index', 'Made in USA']",89866543.18,99681495.59,272,GATEIO,tether,FRAXUSDT,0.9993
frankencoin,zchf,Frankencoin,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin']",10248052.11568527,10248052.11568527,1379,UNISWAP3ETH,tether,ZCHFUSDT,
french-connection-finance,zypto,Zypto Token,['Ethereum Ecosystem'],893480922.5576482,893480922.5576482,1892,MEXC,tether,ZYPTOUSDT,0.00576
freysa-ai,fai,Freysa AI,"['Artificial Intelligence (AI)', 'Meme', 'Base Ecosystem', 'AI Agents', 'Binance Alpha Spotlight', 'AI Framework']",8189700000.0,8189700000.0,353,MEXC,tether,FAIUSDT,0.01502
fuel-network,fuel,Fuel Network,"['Infrastructure', 'Smart Contract Platform', 'Impossible Finance Launchpad', 'Ethereum Ecosystem', 'Layer 2 (L2)']",4690089518.392569,10062084603.31612,659,MEXC,tether,FUELUSDT,0.0107
funfair,fun,FUNToken,"['Gambling (GambleFi)', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",10598879189.265394,10999873621.0,631,BINANCE,tether,FUNUSDT,0.004538
fwog,fwog,Fwog,"['Solana Ecosystem', 'Meme', 'Frog-Themed', 'Solana Meme', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",975635328.0,975635328.0,674,MEXC,tether,FWOGUSDT,0.04188
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",19703085.13444034,19703085.13444034,1139,Curve (Ethereum),f-x-protocol-fxusd,FXUSDFXUSD,
gains-network,gns,Gains Network,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'ApeChain Ecosystem']",30422280.0,30422280.0,729,BINANCE,tether,GNSUSDT,1.358
gala,gala,GALA,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Platform', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GalaChain Ecosystem', 'Made in USA']",44214372115.56669,44214372115.56669,113,BINANCE,tether,GALAUSDT,0.01513
galaxia,gxa,Galaxia,['Kaia Ecosystem'],2952781423.0,7619439991.0,1781,GATEIO,tether,GXAUSDT,0.0018635
galatasaray-fan-token,gal,Galatasaray Fan Token,"['Sports', 'Fan Token', 'Chiliz Ecosystem']",6881090.0,9975000.0,1141,OKX,tether,GALUSDT,
galeon,galeon,Galeon,"['Artificial Intelligence (AI)', 'Healthcare', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Decentralized Science (DeSci)', 'AI Applications']",725678015.6613135,2580000000.0,1677,AscendEX (BitMax),tether,GALEONUSDT,
gamebitcoin-power,pwr,Gamebitcoin Power,"['Gaming (GameFi)', 'Polygon Ecosystem']",1093678866.1369364,5000000000.0,398,Toobit,tether,PWRUSDT,
game7,g7,Game7,"['Gaming (GameFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Platform']",2299999998.000033,10000000000.0,1417,MEXC,tether,G7USDT,0.006198
game-by-virtuals,game,GAME by Virtuals,"['Base Ecosystem', 'AI Agents', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight', 'AI Framework']",1000000000.0,1000000000.0,699,BITGET,tether,GAMEUSDT,0.042
gamebuild,game,GameBuild,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Telegram Apps', 'Gaming Platform']",17359160619.0,21419639400.0,600,BITGET,tether,GAMEUSDT,0.042
gamefi,gafi,GameFi.org,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Launchpad', 'Play To Earn', 'Animoca Brands Portfolio', 'DWF Labs Portfolio']",10945062.86,14954970.0,1322,GATEIO,tether,GAFIUSDT,1.21
games-for-a-living,gfal,Games for a Living,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']",5157638866.0,10000000000.0,918,MEXC,tether,GFALUSDT,0.005519
gas,gas,Gas,"['Infrastructure', 'Smart Contract Platform', 'NEO Ecosystem']",65093580.54427269,65093580.54427269,275,BINANCE,tether,GASUSDT,3.155
gatechain-token,gt,Gate,"['Smart Contract Platform', 'Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Proof of Stake (PoS)']",122910587.7676574,300000000.0,45,HUOBI,tether,GTUSDT,21.2894
gearbox,gear,Gearbox,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Curve Ecosystem', 'eGirl Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",10000000000.0,10000000000.0,839,MEXC,tether,GEARUSDT,0.003506
gemini-dollar,gusd,Gemini Dollar,"['Stablecoins', 'USD Stablecoin', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Fiat-backed Stablecoin']",59377462.99,59377462.99,626,GEMINI,gemini-dollar,GUSDGUSD,
gems-vip,gems,Gems VIP,"['Launchpad', 'Ethereum Ecosystem']",512066711.47861415,838793459.2524238,1227,MEXC,tether,GEMSUSDT,0.02944
gelato,gel,Gelato,"['Smart Contract Platform', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Modular Blockchain', 'Rollups-as-a-Service (RaaS)', 'DragonFly Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",248068549.6699998,420690000.0,1411,MEXC,tether,GELUSDT,0.05829
geodnet,geod,Geodnet,"['Solana Ecosystem', 'Polygon Ecosystem', 'DePIN', 'Pantera Capital Portfolio']",317164483.0,989289568.0,584,MEXC,tether,GEODUSDT,0.2286
genius-ai,gnus,GENIUS AI,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Base Ecosystem', 'AI Agents', 'AI Applications', 'Made in USA']",12304964.499849198,15193848.0,909,BitMart,tether,GNUSUSDT,2.8127
gho,gho,GHO,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",233603414.1946899,233603414.1946899,256,UNISWAP3ETH,usd-coin,GHOUSDC,
gitcoin,gtc,Gitcoin,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Paradigm Portfolio']",60863371.560695864,100000000.0,1160,BINANCE,tether,GTCUSDT,0.282
global-dollar,usdg,Global Dollar,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Fiat-backed Stablecoin']",238227284.4,238227284.4,248,Orca,usd-coin,USDGUSDC,
global-commercial-business,gcb,Global Commercial Business,"['BNB Chain Ecosystem', 'Tron Ecosystem']",1201844746.3741877,1201844746.3741877,464,MEXC,tether,GCBUSDT,0.07839
gmx,gmx,GMX,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Avalanche Ecosystem', 'Arbitrum Ecosystem']",10111668.29,10111671.85759631,356,BINANCE,tether,GMXUSDT,13.11
gmt-token,gomining,GoMining Token,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'TON Ecosystem']",408919174.3866596,408919174.3866596,332,MEXC,tether,GOMININGUSDT,0.3951
gnosis,gno,Gnosis,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Prediction Markets', 'Layer 1 (L1)', 'Gnosis Chain Ecosystem', 'MEV Protection', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'SideChain', 'Energi Ecosystem']",2589589.0,3000000.0,217,BINANCE,tether,GNOUSDT,109.1
goatseus-maximus,goat,Goatseus Maximus,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem', 'Terminal of Truths']",999993366.8,999993366.8,529,MEXC,tether,GOATUSDT,0.07096
gochujangcoin,gochu,Gochujangcoin,"['Meme', 'Base Ecosystem']",11178200000000.0,30000000000000.0,1206,MEXC,tether,GOCHUUSDT,1.5441e-06
gogopool-ggavax,ggavax,GoGoPool ggAVAX,"['Avalanche Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",900304.6449226147,900304.6449226147,1111,Pharaoh Exchange,usd-coin,GGAVAXUSDC,
gohome,gohome,GOHOME,"['Solana Ecosystem', 'Meme']",499619.4545,9999619.454,393,MEXC,tether,GOHOMEUSDT,250.02
goldcoin,glc,Goldcoin,"['Smart Contract Platform', 'Proof of Work (PoW)']",1145989930.999971,1145991376.999971,1453,LATOKEN,tether,GLCUSDT,
golem,glm,Golem,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Energi Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",1000000000.0,1000000000.0,231,BINANCE,tether,GLMUSDT,0.259
gomble,gm,Gomble,['BNB Chain Ecosystem'],273772857.7,1000000000.0,1617,MEXC,tether,GMUSDT,0.06082
goplus-security,gps,GoPlus Security,"['BNB Chain Ecosystem', 'Base Ecosystem', 'Cybersecurity', 'YZi Labs (Prev. Binance Labs) Portfolio', 'OKX Ventures Portfolio', 'Binance Alpha Spotlight']",1813400000.0,10000000000.0,759,BINANCE,tether,GPSUSDT,0.0192
good-person-coin,gpcx,Good Person Coin,['Tron Ecosystem'],5610968751.0,10000000000.0,1828,BitMart,tether,GPCXUSDT,0.00108
gram-2,gram,Gram,"['TON Ecosystem', 'Proof of Work (PoW)']",2459085181.475527,2459085181.475527,1518,MEXC,tether,GRAMUSDT,0.00391
graphlinq-protocol,glq,GraphLinq Chain,"['Artificial Intelligence (AI)', 'Business Services', 'Infrastructure', 'Smart Contract Platform', 'Analytics', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",340000000.0,499999961.4,1504,MEXC,tether,GLQUSDT,0.030515
grass,grass,Grass,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN', 'Polychain Capital Portfolio']",275475576.0,1000000000.0,168,MEXC,tether,GRASSUSDT,1.3896
griffain,griffain,GRIFFAIN,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'DeFAI']",999867865.3,999867865.3,638,MEXC,tether,GRIFFAINUSDT,0.05995
grok-2,$grok,Grok,"['Meme', 'Ethereum Ecosystem', 'Elon Musk-Inspired', 'AI Meme']",6320359606.769096,6596083606.769096,1214,MEXC,tether,$GROKUSDT,
g-token,g,Gravity (prev. GAL),"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Base Ecosystem', 'Gravity Alpha Ecosystem']",7232700000.0,12000000000.0,422,BINANCE,tether,GUSDT,0.01416
gt-protocol,gtai,GT Protocol,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'DeFAI']",40576979.24424225,75000000.0,1726,MEXC,tether,GTAIUSDT,0.1719
guardians-of-the-spark,gots,Guardians Of The Spark,"['Gaming (GameFi)', 'Avalanche Ecosystem']",66000000.0,120000000.0,1001,LFJ,tether,GOTSUSDT,
guild-of-guardians,gog,Guild of Guardians,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Immutable zkEVM Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Action Games', 'MMO']",727634005.3,1000000000.0,1396,GATEIO,tether,GOGUSDT,0.015957
gunz,gun,Gunz,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Play To Earn', 'Shooting Games', 'Coinbase Ventures Portfolio', 'Gaming Blockchains', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Action Games']",604500000.0,10000000000.0,805,BINANCE,tether,GUNUSDT,0.05081
gyroscope-gyd,gyd,Gyroscope GYD,"['Stablecoins', 'Arbitrum Ecosystem', 'Polygon zkEVM Ecosystem', 'Crypto-backed Stablecoin']",24208960.0,24208960.0,1035,Balancer V2,tether,GYDUSDT,
hackenai,hai,Hacken,"['Business Services', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Cybersecurity', 'VeChain Ecosystem']",833532046.0,1000000000.0,1267,MEXC,tether,HAIUSDT,0.01849
haedal,haedal,Haedal Protocol,"['Decentralized Finance (DeFi)', 'Liquid Staking Governance Tokens', 'Liquid Staking', 'Binance Alpha Spotlight']",195000000.0,1000000000.0,1188,MEXC,tether,HAEDALUSDT,0.14881
hamster-kombat,hmstr,Hamster Kombat,"['Gaming (GameFi)', 'Play To Earn', 'Telegram Apps', 'TON Ecosystem', 'Tap to Earn', 'Arcade Games']",64375000000.0,100000000000.0,322,BINANCE,tether,HMSTRUSDT,0.002591
harmony,one,Harmony,"['Smart Contract Platform', 'Layer 1 (L1)', 'Harmony Ecosystem', 'Animoca Brands Portfolio', 'Binance Launchpad', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Made in USA']",14563368847.0,14588183095.26291,293,BINANCE,tether,ONEUSDT,0.01209
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Murad Picks', 'Binance Alpha Spotlight']",999798155.0,999798155.0,614,BITGET,tether,BITCOINUSDT,0.05635
hashnote-usyc,usyc,Hashnote USYC,"['Ethereum Ecosystem', 'Real World Assets (RWA)', 'US Treasury-backed Stablecoin']",375525781.5,375525781.5,175,Deribit Spot,usd-coin,USYCUSDC,
harvest-finance,farm,Harvest Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Yield Aggregator', 'Ethereum Ecosystem', 'Energi Ecosystem']",672183.4507,690420.0,1111,BINANCE,tether,FARMUSDT,29.9
hashflow,hft,Hashflow,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'MEV Protection', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Galaxy Digital Portfolio']",569040227.4,1000000000.0,797,BINANCE,tether,HFTUSDT,0.0592
hashkey-ecopoints,hsk,HashKey Platform Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",132500000.0,1000000000.0,705,MEXC,tether,HSKUSDT,0.3562
hathor,htr,Hathor,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Real World Assets (RWA)', 'Proof of Work (PoW)', 'Directed Acyclic Graph (DAG)']",462420009.3,869464480.0,1494,MEXC,tether,HTRUSDT,0.02209
hatom,htm,Hatom,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Meme', 'MultiversX Ecosystem', 'Liquid Staking']",52174601.0,100000000.0,1377,MEXC,tether,HTMUSDT,0.2186
havven,snx,Synthetix Network,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Derivatives', 'Synthetic Issuer', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'DWF Labs Portfolio', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Index Coop Defi Index', 'Energi Ecosystem', 'Huobi ECO Chain Ecosystem', 'GMCI DeFi Index', 'Synthetic', 'Index Coop Index', 'GMCI Index', 'Coinbase 50 Index']",339466216.9903987,339889850.0887736,247,BINANCE,tether,SNXUSDT,0.647
