id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,in_tv
felix-feusd,feusd,Felix feUSD,"['Stablecoins', 'Synthetic Asset', 'Crypto-backed Stablecoin', 'HyperEVM Ecosystem']",52474906.18416975,52474906.18416975,669,HyperSwap V3,wrapped-hype,,
fetch-ai,fet,Artificial Superintelligence Alliance,"['Artificial Intelligence (AI)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'AI Agents', 'GMCI DePIN Index', 'GMCI Index', 'Outlier Ventures Portfolio', 'AI Agent Launchpad']",2604959127,2714493897,64,BINANCE,tether,FETUSDT,y
fidu,fidu,Fidu,['Ethereum Ecosystem'],46024781.47640391,46024781.47640391,1192,Curve (Ethereum),usd-coin,FIDUUSDC,
filecoin,fil,Filecoin,"['Infrastructure', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Alleged SEC Securities', 'Pantera Capital Portfolio', 'GMCI DePIN Index', 'GMCI 30 Index', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'GMCI Index', 'Made in USA']",663085364,1959515822,65,BINANCE,tether,FILUSDT,y
fimarkcoin-com,fmc,Fimarkcoin.com,"['Centralized Exchange (CEX) Token', 'Tron Ecosystem', 'Made in USA']",25784869818,1.28319E+11,628,MEXC,tether,FMCUSDT,y
financie-token,fnct,Financie Token,['Ethereum Ecosystem'],3791474451.045402,20000000000,1800,MEXC,tether,FNCTUSDT,y
finvesta,finvesta,Finvesta,"['Meme', 'PulseChain Ecosystem']",1034795.798,1034795.798,927,PulseX V2,wrapped-pulse-wpls,,
fio-protocol,fio,FIO Protocol,"['Smart Contract Platform', 'Layer 1 (L1)', 'YZi Labs (Prev. Binance Labs) Portfolio']",809409133.1757063,1000000000,1299,BINANCE,tether,FIOUSDT,y
firmachain,fct,Firmachain,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Osmosis Ecosystem']",989862381,1001924959.924839,874,UPBIT,,,
first-digital-usd,fdusd,First Digital USD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Sui Ecosystem', 'Fiat-backed Stablecoin']",1476057855.810315,1476057855.810315,71,BINANCE,first-digital-usd,FDUSDFDUSD,
fitchin-universe,chin,Fitchin Universe,"['Gaming (GameFi)', 'Solana Ecosystem']",814681293.8133742,1000000000,1907,Raydium,wrapped-solana,,
flare-networks,flr,Flare,"['Smart Contract Platform', 'Layer 1 (L1)', 'DWF Labs Portfolio']",63171229861.11725,103379377180.5943,84,MEXC,tether,FLRUSDT,y
flare-staked-ether,flreth,Flare Staked Ether,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Flare Network Ecosystem']",3661.808729659765,3661.808729659765,1755,SparkDEX V3.1,flare-staked-ether,,
flamingo-finance,flm,Flamingo Finance,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio', 'NEO Ecosystem']",543461518.7,543461518.7,1076,BINANCE,tether,FLMUSDT,y
flayer,flay,Flayer,"['Launchpad', 'Ethereum Ecosystem']",600000000,1000000000,1601,MEXC,tether,FLAYUSDT,y
flex-coin,flex,FLEX Coin,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'SmartBCH Ecosystem']",98664938.7,98735764.89,1243,,,,
flock-2,flock,FLOCK,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Applications', 'Binance Alpha Spotlight']",136617166.7254654,175199236.6154654,1328,MEXC,tether,FLOCKUSDT,y
flockerz,flock,Flockerz,"['Meme', 'Ethereum Ecosystem']",12000000000,12000000000,1652,UNISWAP3ETH,weth,,
floki,floki,FLOKI,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Meme', 'Play To Earn', 'Ethereum Ecosystem', 'Telegram Apps', 'Dog-Themed', 'DWF Labs Portfolio', 'RPG', 'On-chain Gaming', 'TokenFi Launchpad', 'GMCI Meme Index', 'GMCI Index']",9.66381E+12,1E+13,100,BINANCE,tether,FLOKIUSDT,y
flex-usd,flexusd,flexUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'SmartBCH Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",166350245.3,166350245.3,1364,TangoSwap,flex-usd,FLEXUSDFLEXUSD,
flow,flow,Flow,"['Smart Contract Platform', 'Sports', 'NFT', 'Layer 1 (L1)', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Flow Ecosystem', 'Andreessen Horowitz (a16z) Portfolio']",1578453336.508261,1578453336.508261,129,BINANCE,tether,FLOWUSDT,y
flux-2,flux,Flux,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",18544803065256.51,18544803065256.51,1229,UNISWAP3ETH,titanx,,
flux-token,flx,Flux Protocol,"['Oracle', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Aurora Ecosystem']",268528277.09707725,1000000000,1771,Rhea Finance,wrapped-near,,
foom,foom,Foom,['Ethereum Ecosystem'],175000000000000.0,175000000000000.0,1384,Bilaxy,ethereum,,
forgive-me-father,$purge,Forgive Me Father,"['Near Protocol Ecosystem', 'Meme', 'AI Meme']",1000000000,1000000000,1623,GATEIO,tether,$PURGEUSDT,
forty-two-dao-token,ftd,Forty Two DAO Token,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",16100000,100000000,1866,PancakeSwap (v2),binance-bridged-usdt-bnb-smart-chain,,
forta,fort,Forta,"['Artificial Intelligence (AI)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Cybersecurity', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio']",566143261.1307752,1000000000,757,MEXC,tether,FORTUSDT,y
foxy,foxy,Foxy,"['Meme', 'Linea Ecosystem']",4000000000,10000000000,1457,BYBIT,tether,FOXYUSDT,y
fractal-bitcoin,fb,Fractal Bitcoin,"['Infrastructure', 'Smart Contract Platform', 'Proof of Work (PoW)', 'Bitcoin Sidechains', 'SideChain']",28492475.19487586,121835425,1261,MEXC,tether,FBUSDT,y
fracton-protocol,ft,Fracton Protocol,"['NFT', 'Ethereum Ecosystem', 'NFTFi']",87472220,100000000,1113,MEXC,tether,FTUSDT,y
foxsy-ai,foxsy,Foxsy AI,"['Gaming (GameFi)', 'Solana Ecosystem', 'Play To Earn', 'MultiversX Ecosystem', 'Telegram Apps', 'Sports Games']",417948057.1181493,1972686443,1392,MEXC,tether,FOXSYUSDT,y
frax,frax,Legacy Frax Dollar,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Seigniorage', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Aurora Ecosystem', 'Polygon zkEVM Ecosystem', 'Evmos Ecosystem', 'Boba Network Ecosystem', 'Fiat-backed Stablecoin']",319836477.6184127,319836477.6184127,205,UNISWAP,usd-coin,FRAXUSDC,y
frax-price-index-share,fpis,Frax Price Index Share,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",33646671.33704559,100000000,1217,Fraxswap (Ethereum),frax,,
frax-share,frax,Frax,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Seigniorage', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Moonriver Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Curve Ecosystem', 'Stablecoin Protocol', 'Polygon zkEVM Ecosystem', 'Evmos Ecosystem', 'GMCI DeFi Index', 'Liquid Staking', 'GMCI Index', 'Made in USA']",89866543.18,99681495.59,272,GATEIO,tether,FRAXUSDT,y
frax-ether,frxeth,Frax Ether,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Polygon zkEVM Ecosystem', 'Liquid Staking', 'Made in USA']",121012.8480814339,121012.8480814339,275,Curve (Ethereum),silo-finance,,
frankencoin,zchf,Frankencoin,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin']",10248052.11568527,10248052.11568527,1379,UNISWAP3ETH,tether,ZCHFUSDT,
frax-usd,frxusd,Frax USD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Sonic Ecosystem', 'Fiat-backed Stablecoin']",82954050.24,82954050.24,520,SwapX Algebra,rings-scusd,,
french-connection-finance,zypto,Zypto Token,['Ethereum Ecosystem'],893480922.5576482,893480922.5576482,1892,MEXC,tether,ZYPTOUSDT,y
freysa-ai,fai,Freysa AI,"['Artificial Intelligence (AI)', 'Meme', 'Base Ecosystem', 'AI Agents', 'Binance Alpha Spotlight', 'AI Framework']",8189700000,8189700000,353,MEXC,tether,FAIUSDT,y
frok-ai,frok,Frok.ai,"['Artificial Intelligence (AI)', 'Base Ecosystem']",420690000,420690000,974,Uniswap V2 (Base),l2-standard-bridged-weth-base,,
frontier-token,front,Frontier,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Alameda Research Portfolio']",89999999.99994336,89999999.99994336,1145,PancakeSwap (v2),wbnb,,
fuel-network,fuel,Fuel Network,"['Infrastructure', 'Smart Contract Platform', 'Impossible Finance Launchpad', 'Ethereum Ecosystem', 'Layer 2 (L2)']",4690089518.392569,10062084603.31612,659,MEXC,tether,FUELUSDT,y
fulcrom,ful,Fulcrom,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Cronos Ecosystem', 'ZkSync Ecosystem', 'Cronos zkEVM Ecosystem']",2080377757.203727,20000000000,1459,VVS Finance,wrapped-cro,,
funfair,fun,FUNToken,"['Gambling (GambleFi)', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",10598879189.265394,10999873621,631,BINANCE,tether,FUNUSDT,y
fuzzybear,fuzzy,Fuzzybear,"['Meme', 'XRP Ledger Ecosystem']",317770791933.93085,320999751125.9999,1218,First Ledger,ripple,,
fwog,fwog,Fwog,"['Solana Ecosystem', 'Meme', 'Frog-Themed', 'Solana Meme', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",975635328,975635328,674,MEXC,tether,FWOGUSDT,y
fx-coin,fx,Function X,"['Ethereum Ecosystem', 'Base Ecosystem', 'Osmosis Ecosystem']",66200580.03,66200580.03,1491,Coinbase Exchange,,,
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",19703085.13444034,19703085.13444034,1139,Curve (Ethereum),f-x-protocol-fxusd,FXUSDFXUSD,
gains-network,gns,Gains Network,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'ApeChain Ecosystem']",30422280,30422280,729,BINANCE,tether,GNSUSDT,y
gala,gala,GALA,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Platform', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GalaChain Ecosystem', 'Made in USA']",44214372115.56669,44214372115.56669,113,BINANCE,tether,GALAUSDT,y
galaxia,gxa,Galaxia,['Kaia Ecosystem'],2952781423,7619439991,1781,GATEIO,tether,GXAUSDT,y
galatasaray-fan-token,gal,Galatasaray Fan Token,"['Sports', 'Fan Token', 'Chiliz Ecosystem']",6881090,9975000,1141,OKX,tether,GALUSDT,
galeon,galeon,Galeon,"['Artificial Intelligence (AI)', 'Healthcare', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Decentralized Science (DeSci)', 'AI Applications']",725678015.6613135,2580000000,1677,AscendEX (BitMax),tether,GALEONUSDT,
gama-coin,gama,GAMA Coin,"['Gaming (GameFi)', 'XDC Ecosystem', 'Gaming Utility Token']",107187131,142187151,302,,,,
gamebitcoin-power,pwr,Gamebitcoin Power,"['Gaming (GameFi)', 'Polygon Ecosystem']",1093678866.1369364,5000000000,398,Toobit,tether,PWRUSDT,
game7,g7,Game7,"['Gaming (GameFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Platform']",2299999998.000033,10000000000,1417,MEXC,tether,G7USDT,y
game-by-virtuals,game,GAME by Virtuals,"['Base Ecosystem', 'AI Agents', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight', 'AI Framework']",1000000000,1000000000,699,BITGET,tether,GAMEUSDT,y
gamebuild,game,GameBuild,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Telegram Apps', 'Gaming Platform']",17359160619,21419639400,600,BITGET,tether,GAMEUSDT,y
gamefi,gafi,GameFi.org,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Launchpad', 'Play To Earn', 'Animoca Brands Portfolio', 'DWF Labs Portfolio']",10945062.86,14954970,1322,GATEIO,tether,GAFIUSDT,y
games-for-a-living,gfal,Games for a Living,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']",5157638866,10000000000,918,MEXC,tether,GFALUSDT,y
game-stop,gme,GME (Ethereum),"['Meme', 'Ethereum Ecosystem', 'Wall Street Bets Themed', 'Stock market-themed']",411297452497.74554,411297452497.74554,1010,Uniswap v2 (Ethereum),weth,,
gamercoin,ghx,GamerCoin,"['Infrastructure', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN']",622866240,808000000,1067,BITHUMB,,,
gammaswap,gs,GammaSwap,"['Decentralized Finance (DeFi)', 'Perpetuals', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Made in USA']",215311222.0990276,1600000000,1315,DeltaSwap (Arbitrum),arbitrum-bridged-weth-arbitrum-one,,
gas,gas,Gas,"['Infrastructure', 'Smart Contract Platform', 'NEO Ecosystem']",65093580.54427269,65093580.54427269,275,BINANCE,tether,GASUSDT,y
gatechain-token,gt,Gate,"['Smart Contract Platform', 'Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Proof of Stake (PoS)']",122910587.7676574,300000000,45,HUOBI,tether,GTUSDT,y
gatsby,gatsby,GATSBY,"['Ethereum Ecosystem', 'DeFAI']",57599999.83,100000000,1695,UNISWAP3ETH,weth,,
gearbox,gear,Gearbox,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Curve Ecosystem', 'eGirl Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",10000000000,10000000000,839,MEXC,tether,GEARUSDT,y
gemini-dollar,gusd,Gemini Dollar,"['Stablecoins', 'USD Stablecoin', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Fiat-backed Stablecoin']",59377462.99,59377462.99,626,GEMINI,gemini-dollar,GUSDGUSD,
gems-vip,gems,Gems VIP,"['Launchpad', 'Ethereum Ecosystem']",512066711.47861415,838793459.2524238,1227,MEXC,tether,GEMSUSDT,y
gelato,gel,Gelato,"['Smart Contract Platform', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Modular Blockchain', 'Rollups-as-a-Service (RaaS)', 'DragonFly Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",248068549.6699998,420690000,1411,MEXC,tether,GELUSDT,y
genesysgo-shadow,shdw,Shadow Token,"['Storage', 'Solana Ecosystem', 'DePIN', 'Made in USA']",161721893.4160788,169057206.3,1109,LCX Exchange,,,
genomesdao-genome,genome,GenomesDAO GENOME,"['Ethereum Ecosystem', 'Base Ecosystem', 'Decentralized Science (DeSci)']",1000000000,1000000000,1915,Aerodrome (Base),l2-standard-bridged-weth-base,,
geodnet,geod,Geodnet,"['Solana Ecosystem', 'Polygon Ecosystem', 'DePIN', 'Pantera Capital Portfolio']",317164483,989289568,584,MEXC,tether,GEODUSDT,y
genius-ai,gnus,GENIUS AI,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Base Ecosystem', 'AI Agents', 'AI Applications', 'Made in USA']",12304964.499849198,15193848,909,BitMart,tether,GNUSUSDT,y
gho,gho,GHO,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",233603414.1946899,233603414.1946899,256,UNISWAP3ETH,usd-coin,GHOUSDC,
gigabrain-by-virtuals,brain,Gigabrain by virtuals,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Virtuals Protocol Ecosystem', 'AI Framework']",1000000000,1000000000,1771,Uniswap V2 (Base),virtual-protocol,,
gigachad-2,giga,Gigachad,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Murad Picks']",9604136902,9604136902,298,Coinbase Exchange,,,
gitcoin,gtc,Gitcoin,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Paradigm Portfolio']",60863371.560695864,100000000,1160,BINANCE,tether,GTCUSDT,y
global-dollar,usdg,Global Dollar,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Fiat-backed Stablecoin']",238227284.4,238227284.4,248,Orca,usd-coin,USDGUSDC,
global-commercial-business,gcb,Global Commercial Business,"['BNB Chain Ecosystem', 'Tron Ecosystem']",1201844746.3741877,1201844746.3741877,464,MEXC,tether,GCBUSDT,y
gme,gme,GME,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Parody Meme', 'Wall Street Bets Themed', 'Stock market-themed']",6885137499,6885137499,1386,Raydium,wrapped-solana,,
gmx,gmx,GMX,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Avalanche Ecosystem', 'Arbitrum Ecosystem']",10111668.29,10111671.85759631,356,BINANCE,tether,GMXUSDT,y
gmt-token,gomining,GoMining Token,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'TON Ecosystem']",408919174.3866596,408919174.3866596,332,MEXC,tether,GOMININGUSDT,y
gnosis,gno,Gnosis,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Prediction Markets', 'Layer 1 (L1)', 'Gnosis Chain Ecosystem', 'MEV Protection', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'SideChain', 'Energi Ecosystem']",2589589,3000000,217,BINANCE,tether,GNOUSDT,y
goatseus-maximus,goat,Goatseus Maximus,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem', 'Terminal of Truths']",999993366.8,999993366.8,529,MEXC,tether,GOATUSDT,y
gochujangcoin,gochu,Gochujangcoin,"['Meme', 'Base Ecosystem']",1.11782E+13,3E+13,1206,MEXC,tether,GOCHUUSDT,y
gods-unchained,gods,Gods Unchained,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Ethereum Ecosystem', 'Card Games', 'Gaming Governance Token', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio', 'Action Games']",368472224.1,500000000,790,Coinbase Exchange,,,
gogopool,ggp,GoGoPool,['Avalanche Ecosystem'],7091636.875,19347330.72,1065,LFJ,wrapped-avax,,
gogopool-ggavax,ggavax,GoGoPool ggAVAX,"['Avalanche Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",900304.6449226147,900304.6449226147,1111,Pharaoh Exchange,usd-coin,GGAVAXUSDC,
gohome,gohome,GOHOME,"['Solana Ecosystem', 'Meme']",499619.4545,9999619.454,393,MEXC,tether,GOHOMEUSDT,y
gold-dao,goldao,Gold DAO,"['Tokenized Assets', 'Tokenized Gold', 'Internet Computer Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",708668794.9395753,994009794.9295752,1243,ICPSwap,internet-computer,,
goldfinch,gfi,Goldfinch,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'RWA Protocol', 'Made in USA']",92704840.13,114285714,510,Coinbase Exchange,,,
goldcoin,glc,Goldcoin,"['Smart Contract Platform', 'Proof of Work (PoW)']",1145989930.999971,1145991376.999971,1453,LATOKEN,tether,GLCUSDT,
golem,glm,Golem,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Energi Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",1000000000,1000000000,231,BINANCE,tether,GLMUSDT,y
gomble,gm,Gomble,['BNB Chain Ecosystem'],273772857.7,1000000000,1617,MEXC,tether,GMUSDT,y
goplus-security,gps,GoPlus Security,"['BNB Chain Ecosystem', 'Base Ecosystem', 'Cybersecurity', 'YZi Labs (Prev. Binance Labs) Portfolio', 'OKX Ventures Portfolio', 'Binance Alpha Spotlight']",1813400000,10000000000,759,BINANCE,tether,GPSUSDT,y
good-person-coin,gpcx,Good Person Coin,['Tron Ecosystem'],5610968751,10000000000,1828,BitMart,tether,GPCXUSDT,y
gram-2,gram,Gram,"['TON Ecosystem', 'Proof of Work (PoW)']",2459085181.475527,2459085181.475527,1518,MEXC,tether,GRAMUSDT,y
graphlinq-protocol,glq,GraphLinq Chain,"['Artificial Intelligence (AI)', 'Business Services', 'Infrastructure', 'Smart Contract Platform', 'Analytics', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",340000000,499999961.4,1504,MEXC,tether,GLQUSDT,y
grass,grass,Grass,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN', 'Polychain Capital Portfolio']",275475576,1000000000,168,MEXC,tether,GRASSUSDT,y
green-satoshi-token,gst-sol,STEPN Green Satoshi Token on Solana,"['Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Play To Earn', 'Move To Earn', 'Gaming Utility Token']",1147161857,1157161857,1627,Coinbase Exchange,,,
griffain,griffain,GRIFFAIN,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'DeFAI']",999867865.3,999867865.3,638,MEXC,tether,GRIFFAINUSDT,y
groestlcoin,grs,Groestlcoin,"['Smart Contract Platform', 'Proof of Work (PoW)']",87439668.88736624,87459533.88736624,897,UPBIT,,,
grok-2,$grok,Grok,"['Meme', 'Ethereum Ecosystem', 'Elon Musk-Inspired', 'AI Meme']",6320359606.769096,6596083606.769096,1214,MEXC,tether,$GROKUSDT,
g-token,g,Gravity (prev. GAL),"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Base Ecosystem', 'Gravity Alpha Ecosystem']",7232700000,12000000000,422,BINANCE,tether,GUSDT,y
gt-protocol,gtai,GT Protocol,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'DeFAI']",40576979.24424225,75000000,1726,MEXC,tether,GTAIUSDT,y
guardians-of-the-spark,gots,Guardians Of The Spark,"['Gaming (GameFi)', 'Avalanche Ecosystem']",66000000,120000000,1001,LFJ,tether,GOTSUSDT,
guild-of-guardians,gog,Guild of Guardians,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Immutable zkEVM Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Action Games', 'MMO']",727634005.3,1000000000,1396,GATEIO,tether,GOGUSDT,y
gunz,gun,Gunz,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Play To Earn', 'Shooting Games', 'Coinbase Ventures Portfolio', 'Gaming Blockchains', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Action Games']",604500000,10000000000,805,BINANCE,tether,GUNUSDT,y
